GID,tkw,testw,length,width,Hard,Prot,SDS,tkw_scale
373851,49.3,76.3,7.28,3.11,56,16.4,22,-1.395251642
187793,33.1,71.2,6.4,2.9,58,16.4,22,-0.687537042
187549,53.1,73.1,7.32,3.45,51,16.4,22,0.650966659
374702,39,71.6,7.15,2.95,58,16.3,22,1.235600459
188901,40.4,78.3,6.76,3.04,57,16.3,22,0.497115659
188979,38.6,78.3,6.56,2.91,55,16.3,22,1.420221659
189754,45.9,80.2,6.82,3.08,52,16.3,22,-1.641413242
374401,39,74.3,6.69,2.9,50,16.3,22,0.404805059
189293,38.6,78.8,6.55,2.97,46,16.3,22,0.204798759
187472,42.5,78,7.18,2.85,63,16.2,22,-0.872158242
188984,42.6,75.3,7.41,2.93,59,16.2,22,-1.287555942
188872,33.3,78.8,5.81,3.02,54,16.2,22,-1.610643042
188346,38.6,79.8,6.18,3.06,50,16.2,22,-0.687537042
190157,39.4,76.9,6.83,2.98,58,16.2,22,-0.887543342
284209,33.15,66.75,6.9,2.87,58,16.2,22,2.343327659
373948,46.9,77.9,6.96,3.07,56,16.2,22,-0.087518141
308269,36.2,74.3,7.15,2.79,54,16.2,22,-1.364481442
187456,39.1,74.6,7.04,2.87,61,16.1,22,0.650966659
189201,35,73.4,6.63,2.87,61,16.1,22,-1.549102642
189287,41.2,77.3,6.77,3.09,58,16.1,22,-2.041425842
188033,39.2,74.9,7.19,2.87,56,16.1,22,-1.702953642
187728,40.9,77.1,7.02,2.89,52,16.1,22,0.174028559
2437251,31.4,65.35,7.025,2.6,56,16,22,0.774047459
374190,44.1,77.5,6.8,3.09,53,16,22,0.527885859
374154,38.5,77.1,6.84,2.83,52,16,22,-1.764494042
318177,36.1,79,6.15,2.96,48,16,22,-1.164475142
189784,39,79.2,6.56,2.99,47,16,22,-0.749077442
189631,40.7,77.2,6.8,2.84,43,16,22,0.758662359
189001,46,75.9,7.59,2.91,61,15.9,22,-1.595257942
188121,50.3,73.4,7.58,3.17,60,15.9,22,0.681736859
187702,45.5,78,7.04,3.15,56,15.9,22,0.404805059
188255,40.6,71.9,7.06,3.07,55,15.9,22,-0.902928442
374807,47.1,76.5,7.26,3.17,48,15.9,22,-1.472177142
374995,47.6,78.8,6.62,3.47,41,15.9,22,0.543270959
189832,41.9,77.7,7.15,2.81,50,15.9,22,1.851004459
188458,48.8,75.7,7.61,3.15,56,15.8,22,-0.518300942
375790,50.9,74.6,7.44,3.31,48,15.8,22,-0.533686042
319956,40.9,79.4,6.51,3.08,47,15.8,22,-0.672151942
189690,43.4,77.9,6.98,2.99,46,15.8,22,1.004823959
284278,44.6,78.3,6.64,3.15,54,15.7,22,0.235568959
189247,40.4,74.6,7.23,2.83,63,15.7,22,0.727892159
188958,40.8,76.5,7.13,2.79,62,15.7,22,1.712538559
374160,46.9,73.6,7.45,3.05,58,15.7,22,0.666351759
187649,43.1,75.9,7.01,3.05,57,15.7,22,1.189445159
188932,43.1,75.2,7.07,2.9,56,15.7,22,0.943283559
337841,38.4,73.6,6.39,2.96,52,15.7,22,-1.302941042
190097,39.9,78.1,6.84,2.94,52,15.7,22,0.774047459
189862,49.7,78.4,7.44,3.05,51,15.7,22,-1.056779442
318175,41,78.9,6.32,3.16,43,15.7,22,0.066332859
188038,43.5,74.6,7.28,3.08,56,15.6,22,-0.010592641
187700,37.2,75,6.9,2.81,55,15.6,22,-1.318326142
189700,40.9,77.4,6.89,2.94,50,15.6,22,0.374034859
283964,40.95,67.25,7.625,2.945,60,15.5,22,0.404805059
190175,44.3,77.9,7.36,2.86,58,15.5,22,0.158643459
188443,48.8,74.6,7.19,3.35,53,15.5,22,-1.133704942
375962,40.1,71.5,7.34,2.87,53,15.5,22,0.220183859
189133,54.6,76,7.69,3.26,52,15.5,22,0.527885859
189116,40.9,77.1,6.77,2.91,57,15.4,22,1.020209059
189919,40.2,77.9,6.69,2.94,54,15.4,22,1.220215359
189090,41,75.7,7.09,2.95,63,15.3,22,0.297109359
190795,45,77.6,7.32,3.06,58,15.3,22,-0.610611542
190016,41.8,79,6.73,3.01,58,15.3,22,-1.426021842
188774,52.2,77.5,7.14,3.42,55,15.3,22,0.850972959
188053,46.4,76.2,7.04,3.13,55,15.3,22,-1.595257942
188079,37.7,73.3,6.83,3.01,55,15.3,22,1.697153459
373904,50.9,76.6,7.51,3.18,50,15.3,22,1.543302459
189628,42.2,78,7.14,2.77,49,15.3,22,-0.795232742
374037,44.9,75,6.88,3.19,58,15.2,22,-0.179828741
375972,51.6,76.7,7.15,3.38,48,15.2,22,1.851004459
317953,37.6,78.3,5.91,3.07,42,15.2,22,0.497115659
188340,36.3,73.6,6.47,2.92,61,15.1,22,-1.502947342
188287,39.5,78.8,6.66,2.89,61,15.1,22,-0.549071142
375679,42,70.8,7.21,3.04,56,15.1,22,-1.256785742
189337,42.3,77.7,6.72,3.04,55,15,22,-0.241369141
374479,52.5,78.9,7.54,3.19,52,15,22,-0.887543342
187591,44,77.8,6.83,3.18,62,14.9,22,0.681736859
187905,44.1,74.7,7.16,3.1,53,14.9,22,0.512500759
375433,35.7,78.5,6.36,2.92,49,14.9,22,0.820202759
375674,49.5,78.9,7.35,3.12,47,14.9,22,0.512500759
189776,37.2,80,6.18,3.04,47,14.9,22,-0.410605241
188517,39.4,70.2,7.1,3.04,55,14.8,22,-0.149058541
375743,45.8,76.1,7.16,3.2,50,14.8,22,-0.210598941
188222,50.9,75.3,7.14,3.35,61,14.7,22,0.374034859
188363,42.7,77.8,6.49,3.09,58,14.7,22,1.420221659
187711,42.9,78.2,6.85,3.17,58,14.6,22,-1.626028142
188506,41.9,76.4,7.06,2.99,54,14.6,22,-1.056779442
375581,54.8,76.2,7.37,3.35,46,14.6,22,-0.472145642
188320,35.4,77.9,6.27,2.87,53,14.5,22,0.004792459
188464,32.4,67.3,7.18,2.76,62,14.3,22,0.112488159
375745,38.75,80.4,6.06,3.145,50,14.3,22,-1.426021842
375682,42.4,76.9,6.91,3.06,60,14.2,22,0.204798759
188463,36.5,76.7,6.42,2.87,53,14.2,22,-0.625996642
317829,44.5,79.8,6.36,3.28,51,14.2,22,0.020177559
285674,47.7,76.6,7.24,3.27,47,14.2,22,0.420190159
188362,44.5,79.3,6.61,3.1,55,14.1,22,0.820202759
188370,46.5,76.5,7.15,3.02,57,13.9,22,0.589426259
188448,40.1,79.5,6.34,3.06,54,13.2,22,-0.241369141
188558,39.1,79.2,6.29,3.03,54,13.2,22,-1.872189742
283791,27.6,63.05,6.88,2.66,60,19.7,22.5,-1.426021842
188633,37.1,72.1,7.09,2.72,58,18.5,22.5,-0.210598941
188111,30.1,67.1,6.88,2.59,63,18.4,22.5,-0.241369141
189137,36.7,70.9,7.2,2.77,64,18.3,22.5,-0.195213841
190196,41.2,75,7.1,2.91,58,18,22.5,0.404805059
189732,38.4,73.7,7.18,2.7,58,18,22.5,-1.933730142
189667,38.3,75.7,6.73,2.96,54,18,22.5,-1.241400642
375875,45.2,74.9,7.1,3.04,56,17.8,22.5,-0.333679741
374978,39.6,77,6.65,3,50,17.7,22.5,-1.210630442
190149,34.9,74.5,6.36,2.89,61,17.7,22.5,-0.902928442
189883,42.8,79,6.84,2.96,58,17.7,22.5,0.297109359
187989,35,69.6,7.1,2.73,62,17.4,22.5,-1.102934742
188922,38.7,71.1,7.26,2.87,58,17.4,22.5,0.574041159
190072,38.6,73.1,6.92,2.77,52,17.4,22.5,-0.441375442
189290,42.8,76.8,7.16,2.97,59,17.3,22.5,-0.656766842
189243,37.1,75.7,6.75,2.78,62,17.2,22.5,1.389451459
188226,35.1,76.2,6.71,2.8,56,17.2,22.5,-0.441375442
374548,41.9,77,6.39,3.29,46,17.2,22.5,1.866389559
374532,43.3,76.9,7.27,2.89,57,17.1,22.5,-0.702922142
188603,35.3,73.3,6.8,2.89,57,17.1,22.5,2.127936259
188201,38,73.1,6.86,2.96,51,17.1,22.5,-0.441375442
189760,33.6,78.3,5.94,2.96,49,17.1,22.5,-1.349096342
190101,38.4,75.3,7.03,2.7,58,17,22.5,1.281755759
375994,50.6,69.9,7.63,3.16,57,17,22.5,1.835619359
374747,39.5,74.6,7.47,2.72,57,17,22.5,0.743277259
189157,40.4,74.7,7.28,2.79,59,16.9,22.5,1.789464059
190015,42.2,76.5,7.07,2.92,58,16.9,22.5,0.527885859
375916,44.6,74.2,7.45,2.91,54,16.9,22.5,0.266339159
188733,32.8,70.8,6.94,2.7,63,16.8,22.5,0.897128259
190018,44.3,77.6,6.99,2.97,54,16.8,22.5,0.835587859
189233,38.5,74.8,6.94,2.8,57,16.7,22.5,1.281755759
187725,41.7,76.7,7.15,2.95,56,16.7,22.5,-0.149058541
374746,34.7,71.2,7.22,2.65,51,16.7,22.5,0.266339159
190115,37.7,76.5,6.91,2.84,49,16.7,22.5,1.220215359
187473,41.1,73.3,7.44,2.84,59,16.6,22.5,-0.518300942
189689,39.4,76.9,6.84,2.95,49,16.6,22.5,-0.795232742
189766,35.4,74,6.67,3.01,52,16.6,22.5,-0.087518141
189009,42.9,74.8,7.52,2.8,64,16.5,22.5,-1.072164542
376033,48.4,75.4,7.19,3.33,57,16.5,22.5,-1.579872842
375922,31.2,64.1,6.615,2.935,54,16.5,22.5,-0.625996642
187704,36.1,74.4,7.05,2.77,53,16.5,22.5,-0.210598941
189756,37,77.6,6.54,2.9,50,16.5,22.5,-0.287524441
189972,37.4,76.5,7.09,2.7,50,16.5,22.5,-0.410605241
283119,46.6,78.7,7.2,3.07,56,16.4,22.5,1.650998159
374743,44.4,77.9,7.11,3,50,16.4,22.5,-0.641381742
374474,52.9,78.65,7.395,3.18,49,16.4,22.5,1.481762059
189749,37.2,79.9,6.06,3.04,47,16.4,22.5,0.574041159
188861,36.7,77.8,6.76,2.84,63,16.3,22.5,0.774047459
188992,41.8,77.9,6.89,2.89,61,16.3,22.5,-0.718307242
189139,47.8,76.2,7.19,3.06,59,16.3,22.5,0.558656059
188101,42.7,76.9,7.1,2.95,59,16.3,22.5,2.435638259
374473,40.9,78.2,6.76,3.02,58,16.3,22.5,-0.487530742
187760,45.3,74.9,7.15,3.06,57,16.3,22.5,-0.564456242
374744,38.5,75.3,7.21,2.73,49,16.2,22.5,0.497115659
188978,41.7,74.6,7.52,2.78,60,16.1,22.5,0.112488159
374407,44.6,79.6,6.61,3.07,56,16.1,22.5,0.727892159
188122,40.5,74.4,7.04,3.02,55,16.1,22.5,1.974085259
188419,42.2,77,7,3,53,16.1,22.5,1.881774659
336482,39.5,79.9,5.97,3.19,46,16.1,22.5,1.343296159
373952,41.8,71.3,7.48,2.95,54,16,22.5,1.974085259
187674,33,78,5.9,2.96,53,16,22.5,-0.502915842
373863,37.2,76,6.47,3.08,49,16,22.5,0.866358059
318174,35.9,80.3,6.19,3.03,47,16,22.5,-0.041362841
318176,39.4,77.9,6.2,3.12,46,16,22.5,-0.056747941
188927,43.4,76.9,7.33,2.91,60,15.9,22.5,0.743277259
283143,44,76.8,7.26,2.9,56,15.9,22.5,1.774078959
374513,43.5,79.6,6.71,3.09,52,15.9,22.5,0.097103059
283604,41.1,74.8,6.58,3.07,51,15.9,22.5,0.189413659
188034,43.3,72.9,7.45,3.11,55,15.8,22.5,0.697121959
188742,33.9,69.3,6.87,2.65,63,15.8,22.5,1.912544859
189229,47.1,76.8,6.96,3.14,62,15.8,22.5,2.374097859
374825,32,69.3,6.71,2.61,57,15.8,22.5,1.404836559
187671,43.8,73.4,6.97,3.24,56,15.8,22.5,0.620196459
374109,34.2,77.3,6.28,2.94,51,15.8,22.5,-0.041362841
189697,37.6,75.4,6.61,2.84,56,15.7,22.5,0.820202759
374067,50.9,77.2,7.43,3.14,59,15.6,22.5,-0.472145642
188943,39.4,72.1,7.23,2.97,64,15.6,22.5,1.743308759
188909,35.1,74.6,6.77,2.81,62,15.6,22.5,2.60487436
188990,43.6,76.9,7.09,3.06,59,15.6,22.5,0.420190159
189241,41.5,76,7.07,2.93,58,15.6,22.5,0.050947759
188993,44.9,75.2,7.52,2.88,58,15.6,22.5,1.435606759
187508,35.5,77.3,6.35,2.91,57,15.6,22.5,2.60487436
374500,47.1,75.4,6.74,3.35,48,15.6,22.5,2.020240559
188236,50.8,73,7.48,3.39,51,15.5,22.5,0.989438859
373912,49.3,78,6.87,3.15,41,15.5,22.5,1.374066359
187481,36.1,78.8,6.33,2.95,53,15.4,22.5,1.697153459
375749,48.7,75.2,6.86,3.41,49,15.4,22.5,2.081780959
188345,37.5,80.1,6.21,3.04,49,15.3,22.5,1.281755759
188970,43.3,76.6,7.29,2.91,63,15.2,22.5,1.035594159
189623,43.2,77,7.05,2.99,57,15.2,22.5,1.312525959
188492,37.1,76.7,6.41,2.92,57,15.2,22.5,-0.225984041
374397,43.1,80.2,6.62,3.11,51,15.1,22.5,1.050979259
374395,42.8,79.9,6.81,3.06,51,15.1,22.5,-0.149058541
189288,29.2,76.3,6.2,2.69,67,15.1,22.5,0.712507059
189024,46.8,78.1,7.11,2.99,60,15.1,22.5,1.174060059
189956,47.8,77.2,6.86,3.27,53,15.1,22.5,1.220215359
375665,55.55,78.25,7.44,3.34,48,15.1,22.5,1.758693859
188825,40.2,77,6.49,3.05,63,14.9,22.5,1.450991859
187710,36.3,73.2,6.98,3.03,60,14.9,22.5,-1.026009242
308004,39.3,80.3,6.1,3.12,46,14.9,22.5,0.327879559
374412,37.7,76.8,6.69,2.94,56,14.8,22.5,1.420221659
188734,38.7,77.3,6.77,2.93,61,14.7,22.5,-1.641413242
188031,45.4,76.1,7.11,2.98,50,14.7,22.5,1.820234259
376013,37.6,70.8,6.76,3,59,14.6,22.5,1.127904759
188359,49,80.6,6.73,3.26,53,14.6,22.5,1.820234259
375748,35.4,78.6,5.94,3.05,49,14.5,22.5,1.558687559
375688,50.3,78.9,7.26,3.21,48,14.5,22.5,0.174028559
187604,45.7,76.3,7.09,3.19,51,14.4,22.5,-0.102903241
188220,53.3,77.7,6.96,3.49,52,14.3,22.5,0.789432559
375740,54.8,77.65,7.135,3.55,42,14.2,22.5,-0.149058541
187980,47.6,77.1,6.73,3.35,65,14.1,22.5,0.204798759
375738,47.7,78.5,7.08,3.16,53,13.9,22.5,1.958700159
188311,28,63.2,6.66,2.66,65,19.1,23,-0.287524441
189630,37.1,75,6.69,2.98,53,18.5,23,1.774078959
189669,39.7,78,6.72,3,51,18,23,1.050979259
189433,35.2,72.3,6.58,2.93,53,17.9,23,0.574041159
375627,48.1,76.6,7.12,3.13,52,17.9,23,1.097134559
336684,36.8,70.2,7.41,2.72,54,17.9,23,-0.687537042
189232,37.7,75.3,6.89,2.7,57,17.8,23,-1.841419542
189384,35,75.2,6.91,2.77,53,17.7,23,0.681736859
189626,38.2,76.8,6.68,2.96,50,17.7,23,0.004792459
187893,43.9,78.3,7.07,2.97,61,17.6,23,0.804817659
188094,36.8,76.3,6.4,2.9,60,17.6,23,0.389419959
374063,50.2,76.8,7.29,3.11,59,17.6,23,0.343264659
374064,50.2,78.5,7.21,3.17,60,17.5,23,0.743277259
189629,37.2,76.9,6.73,2.92,58,17.5,23,-0.195213841
189237,38.9,76.6,6.98,2.75,64,17.3,23,1.974085259
374467,44.2,77.2,7.1,2.97,62,17.3,23,0.989438859
189059,39.9,74.3,7.26,2.94,55,17.3,23,0.435575259
189006,46.2,75.3,7.49,2.89,63,17.2,23,-0.902928442
189034,38.9,74.6,7.01,2.88,60,17.1,23,-0.810617842
190126,40.7,78.1,6.62,3.12,56,17.1,23,-0.918313542
374641,45,76.7,7.01,3.2,58,17,23,-0.456760542
187764,37.5,75.3,6.83,2.97,57,17,23,-1.472177142
187876,44.8,77.8,7.17,3.02,61,16.9,23,0.912513359
188113,32.5,69,6.99,2.64,59,16.9,23,1.789464059
374945,35.4,74.2,6.93,2.69,58,16.9,23,0.758662359
188270,38.9,76.3,7.01,2.84,54,16.9,23,0.020177559
190121,48,78.4,7.09,3.16,53,16.9,23,-1.549102642
190127,39.4,78,6.61,3.03,53,16.9,23,-1.102934742
374927,39.1,76.7,7.01,2.83,61,16.8,23,0.312494459
189253,39.7,74.2,7.21,2.92,58,16.8,23,0.743277259
189027,44.3,74.5,7.38,2.92,57,16.8,23,1.743308759
189242,37.9,75.3,6.83,2.81,60,16.7,23,-0.318294641
188934,37,75.9,6.88,2.85,57,16.7,23,0.097103059
190082,35.2,74.7,7.13,2.62,59,16.6,23,0.820202759
336685,41.3,75.7,7.21,2.86,53,16.6,23,1.389451459
189666,44,77.2,6.77,3.11,52,16.6,23,1.281755759
189822,36.1,79.7,5.97,3.01,49,16.6,23,1.343296159
188942,43.6,77.3,7.08,2.97,61,16.5,23,0.081717959
374763,42.7,76.3,7.12,2.89,59,16.4,23,1.281755759
374749,38.4,73.3,7.39,2.75,53,16.4,23,1.958700159
190096,42.6,75.6,7.09,2.84,51,16.4,23,-0.779847642
189615,42.1,77.1,7.07,2.84,46,16.4,23,-1.595257942
318178,38.7,80.4,6.015,2.985,43,16.4,23,-2.133736442
189010,48,76.4,7.46,2.97,64,16.4,23,1.912544859
189668,37.2,76.4,6.91,2.79,57,16.4,23,2.389482959
187497,36.4,79.2,6.07,3.03,56,16.3,23,0.758662359
189023,40.3,77.9,7,2.88,64,16.2,23,2.035625659
375995,43.4,72.7,7.12,3.13,57,16.2,23,2.220246859
189842,41.7,77.6,6.89,2.99,54,16.2,23,-0.072133041
189240,47.5,77.9,7.56,2.88,63,16.1,23,-2.210661942
188321,38.8,75.3,6.77,3.01,55,16.1,23,-0.118288341
188893,37.5,79,6.76,2.87,54,16.1,23,2.312557459
188110,33.7,78.6,6.77,2.59,66,16,23,2.112551159
189012,38.1,75.4,6.89,2.79,65,16,23,-1.195245342
189047,48.2,78.3,7.02,3.11,63,16,23,-0.395220141
374066,46.8,75.6,6.97,3.13,59,16,23,-0.195213841
187636,43,75.8,7.21,3.1,57,16,23,2.251017059
187687,39.4,76.1,6.76,2.91,57,16,23,-1.810649342
188185,33.9,71.5,7.04,2.6,61,15.9,23,0.835587859
188189,38.5,73.1,6.72,3.01,60,15.9,23,-1.410636742
189003,42.4,77.9,6.78,3.03,56,15.9,23,0.312494459
188987,42.4,76.8,6.94,3,56,15.9,23,0.804817659
374388,43.8,78.8,6.9,3.02,58,15.9,23,0.297109359
308006,45,79.6,6.66,3.16,50,15.9,23,1.604842859
188896,46.5,78.7,7.04,3.11,56,15.8,23,-1.056779442
187584,46.3,76.4,7.41,3.17,53,15.8,23,0.989438859
190054,37.05,81.45,6.035,3.08,43,15.8,23,1.112519659
188994,37.2,77.9,6.77,2.85,63,15.7,23,1.081749459
189834,42.6,78.8,6.8,3.01,56,15.6,23,1.266370659
189343,39.6,75.6,7.13,2.91,62,15.6,23,1.235600459
188899,41.5,79,6.69,3.12,59,15.6,23,0.343264659
188708,42.3,76.8,7.24,2.9,57,15.6,23,1.158674959
375452,35.7,80.2,5.72,3.1,62,15.5,23,1.204830259
189029,42.4,79,6.75,3.02,61,15.5,23,-0.087518141
188991,40.2,75.2,7.18,2.91,61,15.5,23,1.297140859
187875,45.9,78.6,7.19,3.07,60,15.5,23,1.989470359
188324,39.5,75,7.11,3.01,60,15.5,23,1.650998159
188325,32.7,75.5,6.76,2.67,60,15.5,23,1.204830259
319957,38.4,78.2,6.56,3.01,46,15.5,23,0.620196459
189248,41.3,74.3,7.32,2.83,63,15.4,23,0.235568959
375573,40.7,74.9,7.08,2.98,56,15.4,23,-0.779847642
188758,37.8,71.6,6.62,3.03,63,15.3,23,0.189413659
308266,45.5,77.3,6.88,3.17,62,15.3,23,-2.102966242
284059,45.1,78.4,6.81,3.19,42,15.3,23,1.774078959
374391,45.1,79.9,6.75,3.1,56,15.2,23,-0.533686042
189005,40.9,77.7,7,2.85,61,15.2,23,-0.672151942
376010,40.9,71.5,7.06,2.99,50,15.2,23,0.035562659
375004,53.1,78.8,6.93,3.35,42,15.2,23,-0.210598941
189236,44.7,75.8,6.84,3.09,64,15.1,23,0.927898459
375579,47.6,76.1,7.22,3.23,47,15,23,0.266339159
189696,43.1,78.4,6.95,3.03,46,15,23,-0.133673441
375016,36.4,79.8,5.83,3.13,59,14.9,23,0.558656059
188636,39.9,79.7,6.45,3,55,14.8,23,1.050979259
375970,41.3,69.15,7.445,2.795,53,14.8,23,0.066332859
189753,45.5,79.5,6.81,3.15,51,14.8,23,0.220183859
188445,36.8,76.9,6.49,2.93,58,14.7,23,0.912513359
375747,40.85,81.1,6.065,3.23,46,14.7,23,1.235600459
284024,38.5,77.9,6.22,3.1,60,14.4,23,-0.241369141
188402,50.8,78.4,7.3,3.35,53,14.3,23,1.327911059
375917,38.9,78.8,6.51,2.97,51,14.1,23,0.804817659
188314,39,79.2,6.27,3.03,54,13.8,23,-0.595226442
374185,36.4,72.9,6.78,2.89,58,19.2,23.5,1.558687559
188975,36.6,72.9,6.91,2.82,57,18.9,23.5,-0.364449941
189703,35.6,72.5,7.15,2.68,63,18.9,23.5,-0.579841342
374191,35.1,72.9,7.09,2.61,62,18.4,23.5,1.435606759
189291,41.7,76.2,7.18,2.94,61,17.7,23.5,-0.025977741
189164,35.1,70.9,6.92,2.74,59,17.7,23.5,-1.518332442
336688,32.6,73.4,6.35,2.83,60,17.7,23.5,-0.872158242
374178,36,79.2,6.4,2.87,53,17.6,23.5,1.050979259
188907,33.7,72.8,6.58,2.82,63,17.4,23.5,-1.149090042
188704,37.8,75,7.15,2.7,61,17.4,23.5,-0.225984041
374814,35,73.5,7,2.78,61,17.4,23.5,0.743277259
189320,34.1,72.6,6.78,2.85,61,17.3,23.5,1.220215359
190039,37.6,75.6,6.94,2.75,57,17.2,23.5,0.050947759
188976,46.1,77.6,6.93,3.13,56,17.1,23.5,0.712507059
374177,41,78.7,6.63,3.08,58,16.9,23.5,2.158706459
189309,42.1,76.5,7.05,2.97,61,16.8,23.5,-0.287524441
187471,46.4,80.2,6.85,3.18,58,16.8,23.5,0.727892159
187610,44,78.3,6.9,3.15,57,16.7,23.5,-0.133673441
190114,42,78.6,6.55,3.13,54,16.7,23.5,1.866389559
374471,45.6,78.3,7.2,2.97,60,16.6,23.5,-0.441375442
189829,41.5,75.2,7.07,2.91,57,16.5,23.5,-0.487530742
189035,38.1,75.2,7.08,2.83,63,16.4,23.5,-1.056779442
188895,40.5,75.3,7.34,2.83,61,16.3,23.5,0.174028559
189045,47.3,75.8,7.32,3.03,61,16.2,23.5,0.343264659
189319,43.1,77.5,7.11,2.97,61,16,23.5,-1.041394342
374396,44.5,79,6.76,3.12,52,15.6,23.5,0.604811359
319954,46,78.3,6.59,3.18,42,15.6,23.5,1.327911059
189039,46,78,7.07,3.05,63,15.3,23.5,-0.764462542
374742,45.6,77,6.97,3.06,60,15.3,23.5,1.066364359
189021,38.2,76,6.87,2.96,66,15.2,23.5,0.866358059
189234,42.6,78.1,6.96,2.95,52,15,23.5,0.404805059
189032,41.4,79,6.69,2.99,58,14.7,23.5,1.158674959
187818,39.9,75.1,6.66,3.17,62,14.4,23.5,-0.287524441
374623,35.9,73.3,6.89,2.83,61,14.2,23.5,0.235568959
190070,36.9,72.3,7.17,2.74,59,17.8,24,-0.764462542
283139,43.6,76.3,7.22,2.92,58,16.5,24.5,-1.610643042
